"","userAgeBracket","date","sessions","hits","bounceRate","users","avgSessionDuration"
"452","25-34","20160105",60,331,20,56,124.516666666667
"453","35-44","20160105",84,401,16.6666666666667,73,67.4404761904762
"454","45-54","20160105",22,85,18.1818181818182,22,56.8636363636364
"455","18-24","20160104",81,369,20.9876543209877,77,68.2839506172839
"456","25-34","20160104",78,466,14.1025641025641,75,114.333333333333
"457","35-44","20160104",76,383,15.7894736842105,69,99.5
"458","45-54","20160104",45,174,24.4444444444444,40,73.7333333333333
"459","55-64","20160104",27,85,11.1111111111111,26,22.8518518518519
"460","18-24","20160103",107,543,18.6915887850467,95,75.3551401869159
"461","25-34","20160103",126,448,13.4920634920635,118,48.3015873015873
"462","35-44","20160103",112,547,13.3928571428571,106,82.6160714285714
"463","45-54","20160103",56,329,14.2857142857143,54,104.303571428571
"464","55-64","20160103",27,99,22.2222222222222,25,92.8518518518518
"465","18-24","20160102",117,440,22.2222222222222,108,65.7948717948718
"466","25-34","20160102",144,659,20.8333333333333,138,70.7638888888889
"467","35-44","20160102",100,472,14,95,64.69
"468","45-54","20160102",55,203,14.5454545454545,54,61.2363636363636
"469","55-64","20160102",33,141,9.09090909090909,31,51.9393939393939
"470","18-24","20160101",143,574,22.3776223776224,138,56.4265734265734
"471","25-34","20160101",168,615,17.2619047619048,160,45.7797619047619
"472","35-44","20160101",111,321,16.2162162162162,104,57.4864864864865
"473","45-54","20160101",100,388,17,91,53.69
"474","55-64","20160101",37,115,10.8108108108108,35,22.8648648648649
"475","65+","20160101",13,49,15.3846153846154,12,26.9230769230769
"476","18-24","20151231",76,381,19.7368421052632,71,72.0263157894737
"477","25-34","20151231",100,396,15,97,50.13
"478","35-44","20151231",79,364,17.7215189873418,77,37.5443037974684
"479","45-54","20151231",39,206,17.9487179487179,39,130
"480","55-64","20151231",29,146,20.6896551724138,28,133.310344827586
"481","18-24","20151230",100,575,21,98,59.67
"482","25-34","20151230",127,568,15.748031496063,118,82.8346456692913
"483","35-44","20151230",95,568,15.7894736842105,89,93.5052631578947
"484","45-54","20151230",52,286,9.61538461538462,45,54.5769230769231
"485","55-64","20151230",21,65,9.52380952380952,20,34.4761904761905
"486","65+","20151230",15,47,33.3333333333333,13,15.4
"487","18-24","20151229",101,578,13.8613861386139,93,78.3861386138614
"488","25-34","20151229",87,509,17.2413793103448,75,110.080459770115
"489","35-44","20151229",86,522,13.953488372093,75,93.4069767441861
"490","45-54","20151229",44,184,22.7272727272727,39,97.6590909090909
"491","55-64","20151229",21,70,28.5714285714286,17,19.3809523809524
"492","18-24","20151228",70,440,22.8571428571429,61,47.4142857142857
"493","25-34","20151228",71,504,19.7183098591549,62,122.87323943662
"494","35-44","20151228",60,501,15,52,132.6
"495","45-54","20151228",55,407,18.1818181818182,43,55.4909090909091
"496","55-64","20151228",19,86,10.5263157894737,17,62.5263157894737
"497","18-24","20151227",54,173,35.1851851851852,50,66.0925925925926
"498","25-34","20151227",60,326,30,53,108.366666666667
"499","35-44","20151227",52,189,26.9230769230769,48,26.5769230769231
"500","45-54","20151227",26,176,7.69230769230769,25,78
"501","55-64","20151227",21,118,42.8571428571429,21,80.3333333333333
"502","18-24","20151226",80,326,40,70,45.825
"503","25-34","20151226",69,315,34.7826086956522,60,68.5797101449275
"504","35-44","20151226",58,288,32.7586206896552,53,46.8103448275862
"505","45-54","20151226",22,143,9.09090909090909,20,173.454545454545
"506","55-64","20151226",20,71,30,17,32.3
"507","18-24","20151225",56,227,25,51,72.8035714285714
"508","25-34","20151225",62,215,35.4838709677419,55,30.5483870967742
"509","35-44","20151225",66,350,30.3030303030303,57,83.5757575757576
"510","45-54","20151225",40,118,22.5,36,25.35
"511","55-64","20151225",18,45,55.5555555555556,15,103.611111111111
"512","18-24","20151224",62,358,25.8064516129032,56,51.6290322580645
"513","25-34","20151224",72,331,33.3333333333333,62,82.125
"514","35-44","20151224",63,401,22.2222222222222,56,79.5079365079365
"515","45-54","20151224",41,227,26.8292682926829,38,77.8536585365854
"516","55-64","20151224",13,50,15.3846153846154,11,67.0769230769231
"517","18-24","20151223",96,549,20.8333333333333,81,53.03125
"518","25-34","20151223",125,1038,13.6,110,135.336
"519","35-44","20151223",105,1249,9.52380952380952,96,124.32380952381
"520","45-54","20151223",46,519,15.2173913043478,44,130.065217391304
"521","55-64","20151223",31,220,6.45161290322581,29,54.1612903225806
"522","65+","20151223",13,106,0,12,97.5384615384615
"523","18-24","20151222",63,396,20.6349206349206,51,81.0793650793651
"524","25-34","20151222",51,253,23.5294117647059,46,106.078431372549
"525","35-44","20151222",57,332,26.3157894736842,46,66.5087719298246
"526","45-54","20151222",34,173,23.5294117647059,31,60.9117647058824
"527","55-64","20151222",17,75,17.6470588235294,14,42.0588235294118
"528","18-24","20151221",52,186,28.8461538461538,45,67.0961538461538
"529","25-34","20151221",27,293,14.8148148148148,25,112.074074074074
"530","35-44","20151221",42,278,14.2857142857143,35,121.690476190476
"531","45-54","20151221",17,143,11.7647058823529,13,57.7647058823529
"532","55-64","20151221",12,73,8.33333333333333,11,74.3333333333333
"533","18-24","20151220",42,283,21.4285714285714,32,79.8333333333333
"534","25-34","20151220",22,157,31.8181818181818,22,80.3636363636364
"535","35-44","20151220",26,126,30.7692307692308,22,38.0384615384615
"536","45-54","20151220",13,62,30.7692307692308,12,43.3076923076923
"537","18-24","20151219",50,332,38,40,81.6
"538","25-34","20151219",37,294,35.1351351351351,32,105.432432432432
"539","35-44","20151219",26,99,30.7692307692308,24,19.6538461538462
"540","45-54","20151219",25,228,28,24,159.32
"541","18-24","20151218",35,219,22.8571428571429,34,124.714285714286
"542","25-34","20151218",69,652,18.8405797101449,60,122.579710144928
"543","35-44","20151218",60,589,13.3333333333333,53,139.283333333333
"544","45-54","20151218",47,540,10.6382978723404,41,151.68085106383
"545","55-64","20151218",21,101,28.5714285714286,19,78.8095238095238
"546","18-24","20151217",51,458,9.80392156862745,43,107.78431372549
"547","25-34","20151217",41,526,14.6341463414634,38,134.146341463415
"548","35-44","20151217",44,290,15.9090909090909,41,62.6818181818182
"549","45-54","20151217",32,236,3.125,31,173.34375
"550","55-64","20151217",12,81,16.6666666666667,11,156.916666666667
"551","18-24","20151216",37,304,16.2162162162162,34,73.7567567567568
"552","25-34","20151216",57,526,21.0526315789474,56,125.315789473684
"553","35-44","20151216",44,396,11.3636363636364,41,220.886363636364
"554","45-54","20151216",47,565,10.6382978723404,41,157.936170212766
"555","55-64","20151216",14,107,0,14,95.5
"556","18-24","20151215",62,819,16.1290322580645,56,200.177419354839
"557","25-34","20151215",117,1868,7.69230769230769,111,214.606837606838
"558","35-44","20151215",96,1136,8.33333333333333,88,135.333333333333
"559","45-54","20151215",59,962,8.47457627118644,57,204.864406779661
"560","55-64","20151215",27,330,3.7037037037037,23,138.444444444444
"561","18-24","20151214",22,124,36.3636363636364,21,57.0909090909091
"562","25-34","20151214",42,221,30.952380952381,34,81.7142857142857
"563","35-44","20151214",29,62,41.3793103448276,26,11.2758620689655
"564","45-54","20151214",13,125,15.3846153846154,13,196.769230769231
"565","55-64","20151214",13,41,23.0769230769231,12,40.6153846153846
"566","18-24","20151213",23,127,21.7391304347826,23,158.739130434783
"567","25-34","20151213",32,256,18.75,29,197.1875
"568","35-44","20151213",30,162,16.6666666666667,30,80.6666666666667
"569","45-54","20151213",26,157,11.5384615384615,24,78.1153846153846
"570","55-64","20151213",14,84,35.7142857142857,13,42.7142857142857
"571","18-24","20151212",30,115,36.6666666666667,29,27.6333333333333
"572","25-34","20151212",31,153,22.5806451612903,29,94.3870967741936
"573","35-44","20151212",32,132,18.75,31,65.09375
"574","45-54","20151212",20,111,45,18,68.8
"575","55-64","20151212",16,116,12.5,14,224.25
"576","18-24","20151211",15,30,53.3333333333333,13,10.7333333333333
"577","25-34","20151211",22,109,9.09090909090909,19,103.909090909091
"578","35-44","20151211",20,208,25,19,106.6
"579","45-54","20151211",21,149,14.2857142857143,20,132.666666666667
"580","55-64","20151211",10,38,30,10,53.1
"581","18-24","20151210",27,94,22.2222222222222,25,127.111111111111
"582","25-34","20151210",26,185,19.2307692307692,25,70.0384615384615
"583","35-44","20151210",28,177,28.5714285714286,27,92.2857142857143
"584","45-54","20151210",20,64,20,20,32.9
"585","18-24","20151106",12,16,75,11,200.833333333333
"586","35-44","20151023",31,40,87.0967741935484,28,13.5483870967742
"587","45-54","20151023",12,15,83.3333333333333,12,10
"588","25-34","20151022",14,19,85.7142857142857,13,13.4285714285714
"589","35-44","20151021",10,13,90,10,11.1
"590","35-44","20151017",12,21,66.6666666666667,12,49.0833333333333
"591","18-24","20151016",24,38,75,21,33.2916666666667
"592","25-34","20151016",47,75,76.5957446808511,46,45.6808510638298
"593","35-44","20151016",42,59,80.9523809523809,41,74.3095238095238
"594","45-54","20151016",37,56,81.0810810810811,36,21.2972972972973
"595","55-64","20151016",20,25,85,19,80.05
"596","18-24","20151013",13,17,84.6153846153846,13,141.076923076923
"597","25-34","20151013",24,33,87.5,24,24.25
"598","35-44","20151013",14,21,85.7142857142857,14,13.6428571428571
